PhotoID,FType,Dominant_mean,Dominant_sd,Dominant_nu,Trust_mean,Trust_sd,Trust_nu,Smart_mean,Smart_sd,Smart_nu,Warm_mean,Warm_sd,Warm_nu,Attract_mean,Attract_sd,Attract_nu,Express_mean,Express_sd,Express_nu,Smile_mean,Smile_sd,Smile_nu,Amb_mean,Amb_sd,Amb_nu,Fem_mean,Fem_sd,Fem_nu,Male_count,Female_count,Gendother_count,Prop_female,Prop_male,Prop_gendother,Gender_nu,Gender_cat,RaceProt_As,RaceProt_Bl,RaceProt_Lat,RaceProt_Mid,RaceProt_Mult,RaceProt_Wh,RaceProt_As_sd,RaceProt_Bl_sd,RaceProt_Lat_sd,RaceProt_Mid_sd,RaceProt_Mult_sd,RaceProt_Wh_sd,RaceProt_As_nu,RaceProt_Bl_nu,RaceProt_Lat_nu,RaceProt_Mid_nu,RaceProt_Mult_nu,RaceProt_Wh_nu,Race_cat,Race_nu,Race_ca,Race_cb,Race_cl,Race_cmid,Race_cm,Race_cw,Race_co,Prop_As,Prop_Bl,Prop_Lat,Prop_Mid,Prop_Mult,Prop_Wh,Prop_Other
1078,1,2.53,1.21,55,4.04,1.43,55,4.45,1.4,55,4.09,1.49,55,4.36,1.34,55,4.64,1.25,55,4.13,1.71,55,3.38,1.58,55,5.47,0.92,55,0,55,0,1,0,0,55,1,1.95,1.78,3.91,2.65,3.69,5.91,1.31,1.15,1.69,1.51,1.78,0.95,55,55,55,55,55,55,7,55,0,0,9,0,8,38,0,0,0,0.16,0,0.15,0.69,0
1079,1,2.26,1.35,58,5.22,1.23,58,5.07,1.27,58,5.19,1.32,58,4.69,1.29,58,5.52,0.9,58,5.28,1.47,58,3.83,1.3,58,5.47,0.99,58,0,58,0,1,0,0,58,1,4.03,1.71,3.78,2.62,4.5,4.88,2.16,1.23,1.77,1.57,1.83,1.72,58,58,58,58,58,58,7,58,17,0,7,0,16,18,0,0.29,0,0.12,0,0.28,0.31,0
1080,1,3.78,1.77,45,4.16,1.55,45,4.4,1.4,45,4.33,1.46,45,5.58,0.87,45,4.96,0.95,45,4.31,1.59,45,3.96,1.41,45,5.84,0.71,45,0,45,0,1,0,0,45,1,2.73,2.4,5.24,3.31,4.69,4.36,1.64,1.39,1.55,1.74,1.52,1.79,45,45,45,45,45,45,3,45,3,0,21,3,12,6,0,0.07,0,0.47,0.07,0.27,0.13,0
1081,1,3.47,1.67,43,3.65,1.27,43,3.98,1.3,43,3.14,1.23,43,4.44,1.37,43,3.21,1.12,43,2.33,1.49,43,4.05,1.23,43,5.02,1.22,43,0,43,0,1,0,0,43,1,2.51,2.47,5.93,4.02,4.53,2.98,1.72,1.42,1.4,1.93,1.68,1.58,43,43,43,43,43,43,3,43,1,0,34,6,2,0,0,0.02,0,0.79,0.14,0.05,0,0
1082,1,3.17,1.49,52,4.51,1.35,51,4.63,1.17,52,4.19,1.44,52,4.27,1.37,52,4.41,1.19,51,3.13,2.09,52,4.27,1.07,52,4.54,1.2,52,0,51,1,0.98,0,0.02,52,1,2.35,3.54,5.62,3.54,5.06,3.33,1.41,1.6,1.19,1.82,1.49,1.44,52,52,52,52,52,52,3,52,0,1,32,5,12,2,0,0,0.02,0.62,0.1,0.23,0.04,0
1083,1,3.14,1.67,50,4.2,1.31,50,4.7,1.09,50,4.1,1.27,50,4.68,1.13,50,4.86,0.95,50,3.88,1.61,50,2.4,1.68,50,5.6,0.7,50,1,49,0,0.98,0.02,0,50,1,1.9,1.64,2.56,2.16,2.68,6.64,1.36,1.17,1.63,1.38,1.58,0.66,50,50,50,50,50,50,7,50,0,1,0,1,0,48,0,0,0.02,0,0.02,0,0.96,0
1084,1,3.21,1.53,62,4.55,1.07,62,4.81,1.17,62,4.84,1.24,62,5.08,1.01,62,4.87,1.12,62,4.39,1.7,62,3.61,1.3,62,5.52,1.07,62,0,62,0,1,0,0,62,1,2.68,1.92,5.13,3.18,4.27,4.53,1.6,1.14,1.62,1.64,1.63,1.76,62,62,62,62,62,62,3,62,3,0,30,2,9,18,0,0.05,0,0.48,0.03,0.15,0.29,0
1085,1,2.74,1.6,54,4.48,1.19,54,4.78,1.08,54,4.54,1.28,54,4.89,1.31,54,5,0.91,54,4.43,1.46,54,3.96,1.21,54,5.61,1,54,0,54,0,1,0,0,54,1,2.52,1.91,5.28,4.61,4.35,3.43,1.54,1.22,1.41,1.68,1.89,1.85,54,54,54,54,54,54,3,54,0,0,29,14,7,3,1,0,0,0.54,0.26,0.13,0.06,0.02
1086,1,2.53,1.55,58,5.02,1.21,59,5.07,1.16,59,5.14,1.25,59,4.85,1.32,59,5.49,0.99,59,5.31,1.43,59,3.75,1.54,59,5.83,0.85,59,0,59,0,1,0,0,59,1,2.37,1.88,4.97,3.83,4.36,4.59,1.36,1.19,1.41,1.45,1.77,1.94,59,59,59,59,59,59,3,59,0,0,19,6,16,18,0,0,0,0.32,0.1,0.27,0.31,0
1087,1,2.67,1.61,49,5.02,1.45,49,4.81,1.33,48,5.43,1.37,49,3.69,1.49,49,5.94,1.27,49,5.49,1.61,49,4.22,1.53,49,5.04,1.06,49,0,49,0,1,0,0,49,1,2.51,4.27,4.88,2.78,5.08,3.45,1.49,1.64,1.59,1.57,1.5,1.84,49,49,49,49,49,49,3,49,0,9,19,1,18,2,0,0,0.18,0.39,0.02,0.37,0.04,0
1088,1,2.33,1.41,54,5.17,1.44,54,5.37,1.15,54,5.44,1.3,54,4.91,1.05,54,5.57,1.07,53,5.57,1.34,54,3.72,1.34,54,5.74,0.96,54,1,53,0,0.98,0.02,0,54,1,3.04,2.02,5.54,3.54,4.65,3.61,1.72,1.28,1.09,1.72,1.42,1.75,54,54,54,54,54,54,3,54,4,0,32,5,8,4,1,0.07,0,0.59,0.09,0.15,0.07,0.02
1089,1,3.29,1.7,48,5.04,1.24,48,5.23,1.21,48,5.23,1.15,48,5,1.09,48,5.4,0.87,48,5.31,1.17,48,4.14,1.21,49,5.12,1.2,49,0,47,2,0.96,0,0.04,49,1,3.18,2.39,5,4.1,4.47,4.02,1.59,1.48,1.4,1.57,1.72,1.55,49,49,49,49,49,49,3,49,1,1,26,5,10,5,1,0.02,0.02,0.53,0.1,0.2,0.1,0.02
1090,1,3.31,1.46,48,4.35,1,48,4.54,1.03,48,4.75,1.04,48,4.29,1.24,48,5.5,0.8,48,5.02,1.34,48,3.85,1.47,48,3.19,1.25,48,48,0,0,0,1,0,48,2,2.27,1.63,5.25,3.29,4.17,4.38,1.48,1.1,1.67,1.73,1.75,1.92,48,48,48,48,48,48,3,48,0,1,29,1,4,13,0,0,0.02,0.6,0.02,0.08,0.27,0
1091,1,3.61,1.6,46,4.13,1.29,46,4.65,1.14,46,4.07,1.36,46,4.54,1.24,46,4.8,1.05,46,3.96,1.94,46,3.28,1.53,46,2.22,1.11,46,46,0,0,0,1,0,46,2,1.61,1.65,3.04,3.67,3.33,6.15,1,1.22,1.86,1.84,1.85,0.97,46,46,46,46,46,46,7,46,0,0,3,2,6,35,0,0,0,0.07,0.04,0.13,0.76,0
1092,1,3.22,1.81,60,3.82,1.42,60,3.75,1.32,60,4.15,1.48,60,3.2,1.16,60,4.73,1.2,59,3.9,1.78,60,3.07,1.39,59,2.8,1.05,60,48,11,1,0.18,0.8,0.02,60,2,1.7,1.78,3.07,2.13,3.1,6.05,1.27,1.24,1.95,1.49,1.91,1.31,60,60,60,60,60,60,7,60,0,1,4,0,7,48,0,0,0.02,0.07,0,0.12,0.8,0
1093,1,3.93,1.85,40,4.23,1.54,40,4.58,1.15,40,4.26,1.71,39,3.85,1.25,40,5.13,1.32,39,4.28,2.03,40,2.13,1.47,40,4.43,1.48,40,0,40,0,1,0,0,40,1,1.38,1.3,2.1,1.7,2.13,6.85,0.87,0.72,1.37,1.16,1.2,0.36,40,40,40,40,40,40,7,40,0,0,0,0,0,40,0,0,0,0,0,0,1,0
1094,1,2.47,1.5,60,4.77,1.42,60,4.82,1.32,60,5.23,1.29,60,5.35,0.82,60,5.87,0.93,60,5.4,1.43,60,3.17,1.6,60,5.85,0.84,60,0,60,0,1,0,0,60,1,2.31,1.7,3.95,3.03,3.47,5.65,1.68,1.37,1.93,1.97,2,1.74,59,60,60,60,60,60,7,60,2,0,8,3,7,40,0,0.03,0,0.13,0.05,0.12,0.67,0
1095,1,2.88,1.77,52,5.08,1.3,52,5.31,1.25,52,4.94,1.42,52,4.75,1.34,52,5.38,0.99,52,4.42,1.83,52,3.92,1.51,52,5.73,1.01,52,0,52,0,1,0,0,52,1,2.08,1.77,5.25,3.33,4.19,4.25,1.25,1.23,1.69,1.8,1.73,2.03,52,52,52,52,52,52,3,52,1,0,29,3,7,12,0,0.02,0,0.56,0.06,0.13,0.23,0
1096,1,3.28,1.68,68,4.34,1.5,68,4.63,1.14,68,4.62,1.33,68,4.68,1.09,68,5.29,0.95,68,4.81,1.56,68,3.73,1.57,67,5.65,0.91,68,1,67,0,0.99,0.01,0,68,1,2.12,2.01,4.15,3.47,4.07,5.41,1.38,1.39,1.7,1.67,1.73,1.72,68,68,68,68,67,68,7,68,1,1,13,5,11,37,0,0.01,0.01,0.19,0.07,0.16,0.54,0
1097,1,2.65,1.68,52,4.44,1.49,52,4.44,1.3,52,4.87,1.46,52,5.25,1.2,52,5.4,1,52,4.96,1.61,51,4,1.44,52,6.1,0.82,52,0,52,0,1,0,0,52,1,2.18,1.86,5.12,3.41,4.53,5.02,1.37,1.33,1.41,1.72,1.43,1.52,51,51,51,51,51,51,3,52,0,1,27,3,6,15,0,0,0.02,0.52,0.06,0.12,0.29,0
1098,1,2.63,1.53,52,4.73,1.19,52,4.75,1.22,52,4.67,1.35,52,4.35,1.3,52,5.29,1,52,4.25,1.81,52,3.71,1.4,52,5.75,0.99,52,0,52,0,1,0,0,52,1,3.02,1.71,5.96,2.48,4.58,3.08,1.8,1.12,1.1,1.5,1.68,1.64,52,51,52,52,52,52,3,52,4,0,40,0,6,2,0,0.08,0,0.77,0,0.12,0.04,0
1099,1,2.47,1.36,49,4.22,1.26,49,4.02,1.11,49,3.98,1.44,49,4.04,1.26,49,4.27,1.02,49,3.76,1.66,49,3.55,1.23,49,5.14,1.1,49,0,49,0,1,0,0,49,1,2.41,1.96,5.04,4.41,4.29,3.22,1.4,1.09,1.44,1.72,1.49,1.74,49,48,49,49,49,49,3,49,1,0,27,15,3,3,0,0.02,0,0.55,0.31,0.06,0.06,0
1100,1,3.16,1.56,49,4.94,1.43,49,5.12,1.13,49,5.12,1.27,49,5.06,1.07,49,5.67,1,48,5.02,1.42,49,3.67,1.57,49,5.58,1.01,48,0,49,0,1,0,0,49,1,2.53,1.98,5.67,4.31,4.86,3.71,1.53,1.25,1.07,1.75,1.22,1.73,49,49,49,49,49,49,3,49,2,0,25,12,7,2,1,0.04,0,0.51,0.24,0.14,0.04,0.02
1101,1,2.97,1.85,37,5,1.13,37,5.24,1.09,37,5.19,1.17,37,4.97,1.09,37,5.78,0.82,37,5.11,1.66,37,2.86,1.62,37,5.84,0.73,37,0,37,0,1,0,0,37,1,1.65,1.68,3.3,2.57,3.62,6.22,1.11,1.33,1.73,1.77,1.83,0.82,37,37,37,37,37,37,7,37,0,1,0,0,3,32,1,0,0.03,0,0,0.08,0.86,0.03
1102,1,3.56,1.75,43,5.12,1.05,43,5.02,1.08,43,5.74,0.9,43,4.88,1.1,43,6.49,0.59,43,6.33,0.81,43,4.23,1.17,43,2.88,1.03,43,43,0,0,0,1,0,43,2,4.67,1.74,4.58,3,4.93,2.88,1.77,0.98,1.75,1.62,1.62,1.69,43,43,43,43,43,43,1,43,16,0,11,2,14,0,0,0.37,0,0.26,0.05,0.33,0,0
1103,1,2.53,1.38,53,5.21,1.25,53,5.62,0.97,53,5.43,1.32,53,4.45,0.95,53,5.53,0.95,53,5.21,1.46,53,4.06,1.6,53,4.98,1.18,53,4,47,2,0.89,0.08,0.04,53,1,2.89,2.49,4,5.94,4.38,2.81,1.79,1.55,1.73,1.2,1.83,1.58,53,53,53,53,53,53,4,53,0,0,2,44,6,1,0,0,0,0.04,0.83,0.11,0.02,0
1104,1,2.9,1.48,42,4.38,1.32,42,4.55,1.37,42,4.74,1.27,42,3.57,1.31,42,5.19,0.92,42,4.64,1.5,42,3.74,1.45,42,3.12,1.17,42,42,0,0,0,1,0,42,2,5.57,1.83,3.4,2.48,4.36,4.1,1.21,1.25,2,1.49,1.91,1.85,42,42,42,42,42,42,1,42,21,0,3,0,11,7,0,0.5,0,0.07,0,0.26,0.17,0
1105,1,2.98,1.58,56,5.18,1.11,56,5.38,1.15,56,5.2,1.03,56,5.11,1.04,56,5.93,0.6,56,5.55,1.29,56,4.05,1.53,56,5.66,0.92,56,0,56,0,1,0,0,56,1,5.05,1.57,3.14,2.44,4.68,4.82,1.74,1.08,1.6,1.37,1.91,1.63,56,56,56,55,56,56,5,56,17,0,1,1,22,15,0,0.3,0,0.02,0.02,0.39,0.27,0
1106,1,2.35,1.42,46,5.2,1.13,46,5.48,1.11,46,5.72,1.17,46,5.37,1.24,46,6.17,0.74,46,5.96,1.05,46,2.89,1.51,46,6.3,0.73,46,0,46,0,1,0,0,46,1,6.5,1.41,2.65,2.29,3.5,2.91,0.62,0.8,1.73,1.49,1.86,1.8,46,46,46,45,46,46,1,46,39,0,0,0,7,0,0,0.85,0,0,0,0.15,0,0
1107,1,3.24,1.45,42,4.48,1.38,42,4.5,0.99,42,5.1,1.05,42,4.4,1.13,42,5.57,0.77,42,5.5,1.15,42,3.88,1.51,40,5.45,1.09,42,0,42,0,1,0,0,42,1,2.45,2.88,6,3.24,4.55,3.17,1.38,1.6,1.08,1.64,1.56,1.56,42,42,42,42,42,42,3,42,0,0,34,0,6,1,1,0,0,0.81,0,0.14,0.02,0.02
1108,1,3.24,1.66,51,5.31,1.19,51,5.25,1.18,51,5.92,1.09,51,5.92,0.74,51,6.39,0.67,51,6.29,0.97,51,3.78,1.45,51,6.22,0.61,51,0,51,0,1,0,0,51,1,5.78,1.65,3.84,2.42,4.31,3.29,1.39,1.09,1.64,1.49,1.73,1.92,51,51,51,50,51,51,1,51,37,1,3,1,7,2,0,0.73,0.02,0.06,0.02,0.14,0.04,0
1109,1,2.79,1.53,47,4.66,1.42,47,4.72,1.23,47,4.74,1.33,47,4.45,1,47,5.15,1,47,4.53,1.59,47,4.38,1.31,47,5.17,1.11,47,0,47,0,1,0,0,47,1,2.21,2.57,4.68,3.34,4.49,4.85,1.3,1.77,1.48,1.75,1.83,1.25,47,47,47,47,47,47,5,47,0,2,6,3,20,15,1,0,0.04,0.13,0.06,0.43,0.32,0.02
1110,1,2.44,1.55,43,5.26,1.5,43,5.53,1.22,43,5.44,1.14,43,4.86,1.34,43,5.95,1,43,5.6,1.38,43,3.12,1.8,42,5.77,0.78,43,0,43,0,1,0,0,43,1,6.49,1.84,2.44,2.42,3.79,2.95,1.01,1.46,1.61,1.65,1.96,1.75,43,43,43,43,43,43,1,43,40,1,0,0,2,0,0,0.93,0.02,0,0,0.05,0,0
